% time	cellId	IMSI	RNTI	rsrp	sinr
1.43721	1	1	1	1.20907e-10	254894
1.43821	1	1	1	1.20978e-10	255044
1.43921	1	1	1	1.21049e-10	255193
1.44021	1	1	1	1.2112e-10	255343
1.44121	1	1	1	1.21191e-10	255493
1.44221	1	1	1	1.21262e-10	255642
1.44321	1	1	1	1.21333e-10	255792
1.44421	1	1	1	1.21404e-10	255942
1.44521	1	1	1	1.21475e-10	256093
1.44621	1	1	1	1.21547e-10	256243
1.44721	1	1	1	1.21618e-10	256393
1.44821	1	1	1	1.21689e-10	256544
1.44921	1	1	1	1.21761e-10	256695
1.45021	1	1	1	1.21832e-10	256845
1.45121	1	1	1	1.21904e-10	256996
1.45221	1	1	1	1.21976e-10	257147
1.45321	1	1	1	1.22047e-10	257298
1.45421	1	1	1	1.22119e-10	257449
1.45521	1	1	1	1.22191e-10	257601
1.45621	1	1	1	1.22263e-10	257752
1.45721	1	1	1	1.22335e-10	257904
1.45821	1	1	1	1.22406e-10	258055
1.45921	1	1	1	1.22478e-10	258207
1.46021	1	1	1	1.22551e-10	258359
1.46121	1	1	1	1.22623e-10	258511
1.46221	1	1	1	1.22695e-10	258663
1.46321	1	1	1	1.22767e-10	258816
1.46421	1	1	1	1.22839e-10	258968
1.46521	1	1	1	1.22912e-10	259120
1.46621	1	1	1	1.22984e-10	259273
1.46721	1	1	1	1.23056e-10	259426
1.46821	1	1	1	1.23129e-10	259579
1.46921	1	1	1	1.23201e-10	259731
1.47021	1	1	1	1.23274e-10	259885
1.47121	1	1	1	1.23347e-10	260038
1.47221	1	1	1	1.23419e-10	260191
1.47321	1	1	1	1.23492e-10	260344
1.47421	1	1	1	1.23565e-10	260498
1.47521	1	1	1	1.23638e-10	260652
1.47621	1	1	1	1.23711e-10	260805
1.47721	1	1	1	1.23784e-10	260959
1.47821	1	1	1	1.23857e-10	261113
1.47921	1	1	1	1.2393e-10	261267
1.48021	1	1	1	1.24003e-10	261421
1.48121	1	1	1	1.24076e-10	261576
1.48221	1	1	1	1.2415e-10	261730
1.48321	1	1	1	1.24223e-10	261885
1.48421	1	1	1	1.24296e-10	262040
1.48521	1	1	1	1.2437e-10	262194
1.48621	1	1	1	1.24443e-10	262349
1.48721	1	1	1	1.24517e-10	262504
1.48821	1	1	1	1.2459e-10	262659
1.48921	1	1	1	1.24664e-10	262815
1.49021	1	1	1	1.24738e-10	262970
1.49121	1	1	1	1.24811e-10	263126
1.49221	1	1	1	1.24885e-10	263281
1.49321	1	1	1	1.24959e-10	263437
1.49421	1	1	1	1.25033e-10	263593
1.49521	1	1	1	1.25107e-10	263749
1.49621	1	1	1	1.25181e-10	263905
1.49721	1	1	1	1.25255e-10	264061
1.49821	1	1	1	1.25329e-10	264217
1.49921	1	1	1	1.25404e-10	264374
1.50021	1	1	1	1.25478e-10	264531
1.50121	1	1	1	1.25552e-10	264687
1.50221	1	1	1	1.25627e-10	264844
1.50321	1	1	1	1.25701e-10	265001
1.50421	1	1	1	1.25775e-10	265158
1.50521	1	1	1	1.2585e-10	265315
1.50621	1	1	1	1.25925e-10	265472
1.50721	1	1	1	1.25999e-10	265630
1.50821	1	1	1	1.26074e-10	265787
1.50921	1	1	1	1.26149e-10	265945
1.51021	1	1	1	1.26224e-10	266103
1.51121	1	1	1	1.26299e-10	266261
1.51221	1	1	1	1.26373e-10	266419
1.51321	1	1	1	1.26448e-10	266577
1.51421	1	1	1	1.26524e-10	266735
1.51521	1	1	1	1.26599e-10	266893
1.51621	1	1	1	1.26674e-10	267052
1.51721	1	1	1	1.26749e-10	267211
1.51821	1	1	1	1.26824e-10	267369
1.51921	1	1	1	1.269e-10	267528
1.52021	1	1	1	1.26975e-10	267687
1.52121	1	1	1	1.27051e-10	267846
1.52221	1	1	1	1.27126e-10	268005
1.52321	1	1	1	1.27202e-10	268165
1.52421	1	1	1	1.27277e-10	268324
1.52521	1	1	1	1.27353e-10	268484
1.52621	1	1	1	1.27429e-10	268643
1.52721	1	1	1	1.27505e-10	268803
1.52821	1	1	1	1.2758e-10	268963
1.52921	1	1	1	1.27656e-10	269123
1.53021	1	1	1	1.27732e-10	269283
1.53121	1	1	1	1.27808e-10	269444
1.53221	1	1	1	1.27884e-10	269604
1.53321	1	1	1	1.27961e-10	269765
1.53421	1	1	1	1.28037e-10	269925
1.53521	1	1	1	1.28113e-10	270086
1.53621	1	1	1	1.28189e-10	270247
1.53721	1	1	1	1.28266e-10	270408
1.53821	1	1	1	1.28342e-10	270569
1.53921	1	1	1	1.28419e-10	270730
1.54021	1	1	1	1.28495e-10	270892
1.54121	1	1	1	1.28572e-10	271053
1.54221	1	1	1	1.28649e-10	271215
1.54321	1	1	1	1.28725e-10	271377
1.54421	1	1	1	1.28802e-10	271539
1.54521	1	1	1	1.28879e-10	271701
1.54621	1	1	1	1.28956e-10	271863
1.54721	1	1	1	1.29033e-10	272025
1.54821	1	1	1	1.2911e-10	272187
1.54921	1	1	1	1.29187e-10	272350
1.55021	1	1	1	1.29264e-10	272513
1.55121	1	1	1	1.29341e-10	272675
1.55221	1	1	1	1.29419e-10	272838
1.55321	1	1	1	1.29496e-10	273001
1.55421	1	1	1	1.29573e-10	273164
1.55521	1	1	1	1.29651e-10	273328
1.55621	1	1	1	1.29728e-10	273491
1.55721	1	1	1	1.29806e-10	273654
1.55821	1	1	1	1.29883e-10	273818
1.55921	1	1	1	1.29961e-10	273982
1.56021	1	1	1	1.30039e-10	274146
1.56121	1	1	1	1.30116e-10	274310
1.56221	1	1	1	1.30194e-10	274474
1.56321	1	1	1	1.30272e-10	274638
1.56421	1	1	1	1.3035e-10	274802
1.56521	1	1	1	1.30428e-10	274967
1.56621	1	1	1	1.30506e-10	275131
1.56721	1	1	1	1.30584e-10	275296
1.56821	1	1	1	1.30663e-10	275461
1.56921	1	1	1	1.30741e-10	275626
1.57021	1	1	1	1.30819e-10	275791
1.57121	1	1	1	1.30898e-10	275956
1.57221	1	1	1	1.30976e-10	276122
1.57321	1	1	1	1.31055e-10	276287
1.57421	1	1	1	1.31133e-10	276453
1.57521	1	1	1	1.31212e-10	276619
1.57621	1	1	1	1.3129e-10	276784
1.57721	1	1	1	1.31369e-10	276950
1.57821	1	1	1	1.31448e-10	277117
1.57921	1	1	1	1.31527e-10	277283
1.58021	1	1	1	1.31606e-10	277449
1.58121	1	1	1	1.31685e-10	277616
1.58221	1	1	1	1.31764e-10	277782
1.58321	1	1	1	1.31843e-10	277949
1.58421	1	1	1	1.31922e-10	278116
1.58521	1	1	1	1.32001e-10	278283
1.58621	1	1	1	1.3208e-10	278450
1.58721	1	1	1	1.3216e-10	278617
1.58821	1	1	1	1.32239e-10	278785
1.58921	1	1	1	1.32319e-10	278952
1.59021	1	1	1	1.32398e-10	279120
1.59121	1	1	1	1.32478e-10	279288
1.59221	1	1	1	1.32557e-10	279455
1.59321	1	1	1	1.32637e-10	279623
1.59421	1	1	1	1.32717e-10	279792
1.59521	1	1	1	1.32797e-10	279960
1.59621	1	1	1	1.32877e-10	280128
1.59721	1	1	1	1.32956e-10	280297
1.59821	1	1	1	1.33036e-10	280465
1.59921	1	1	1	1.33117e-10	280634
1.60021	1	1	1	1.33197e-10	280803
1.60121	1	1	1	1.33277e-10	280972
1.60221	1	1	1	1.33357e-10	281141
1.60321	1	1	1	1.33437e-10	281311
1.60421	1	1	1	1.33518e-10	281480
1.60521	1	1	1	1.33598e-10	281650
1.60621	1	1	1	1.33679e-10	281819
1.60721	1	1	1	1.33759e-10	281989
1.60821	1	1	1	1.3384e-10	282159
1.60921	1	1	1	1.3392e-10	282329
1.61021	1	1	1	1.34001e-10	282499
1.61121	1	1	1	1.34082e-10	282670
1.61221	1	1	1	1.34163e-10	282840
1.61321	1	1	1	1.34244e-10	283011
1.61421	1	1	1	1.34325e-10	283181
1.61521	1	1	1	1.34406e-10	283352
1.61621	1	1	1	1.34487e-10	283523
1.61721	1	1	1	1.34568e-10	283694
1.61821	1	1	1	1.34649e-10	283866
1.61921	1	1	1	1.34731e-10	284037
1.62021	1	1	1	1.34812e-10	284208
1.62121	1	1	1	1.34893e-10	284380
1.62221	1	1	1	1.34975e-10	284552
1.62321	1	1	1	1.35056e-10	284724
1.62421	1	1	1	1.35138e-10	284896
1.62521	1	1	1	1.3522e-10	285068
1.62621	1	1	1	1.35301e-10	285240
1.62721	1	1	1	1.35383e-10	285413
1.62821	1	1	1	1.35465e-10	285585
1.62921	1	1	1	1.35547e-10	285758
1.63021	1	1	1	1.35629e-10	285931
1.63121	1	1	1	1.35711e-10	286103
1.63221	1	1	1	1.35793e-10	286276
1.63321	1	1	1	1.35875e-10	286450
1.63421	1	1	1	1.35957e-10	286623
1.63521	1	1	1	1.3604e-10	286796
1.63621	1	1	1	1.36122e-10	286970
1.63721	1	1	1	1.36204e-10	287144
1.63821	1	1	1	1.36287e-10	287318
1.63921	1	1	1	1.36369e-10	287492
1.64021	1	1	1	1.36452e-10	287666
1.64121	1	1	1	1.36534e-10	287840
1.64221	1	1	1	1.36617e-10	288014
1.64321	1	1	1	1.367e-10	288189
1.64421	1	1	1	1.36783e-10	288363
1.64521	1	1	1	1.36866e-10	288538
1.64621	1	1	1	1.36949e-10	288713
1.64721	1	1	1	1.37032e-10	288888
1.64821	1	1	1	1.37115e-10	289063
1.64921	1	1	1	1.37198e-10	289239
1.65021	1	1	1	1.37281e-10	289414
1.65121	1	1	1	1.37364e-10	289590
1.65221	1	1	1	1.37448e-10	289765
1.65321	1	1	1	1.37531e-10	289941
1.65421	1	1	1	1.37615e-10	290117
1.65521	1	1	1	1.37698e-10	290293
1.65621	1	1	1	1.37782e-10	290469
1.65721	1	1	1	1.37865e-10	290646
1.65821	1	1	1	1.37949e-10	290822
1.65921	1	1	1	1.38033e-10	290999
1.66021	1	1	1	1.38117e-10	291176
1.66121	1	1	1	1.38201e-10	291353
1.66221	1	1	1	1.38285e-10	291530
1.66321	1	1	1	1.38369e-10	291707
1.66421	1	1	1	1.38453e-10	291884
1.66521	1	1	1	1.38537e-10	292062
1.66621	1	1	1	1.38621e-10	292239
1.66721	1	1	1	1.38706e-10	292417
1.66821	1	1	1	1.3879e-10	292595
1.66921	1	1	1	1.38874e-10	292773
1.67021	1	1	1	1.38959e-10	292951
1.67121	1	1	1	1.39043e-10	293129
1.67221	1	1	1	1.39128e-10	293307
1.67321	1	1	1	1.39213e-10	293486
1.67421	1	1	1	1.39297e-10	293665
1.67521	1	1	1	1.39382e-10	293843
1.67621	1	1	1	1.39467e-10	294022
1.67721	1	1	1	1.39552e-10	294201
1.67821	1	1	1	1.39637e-10	294381
1.67921	1	1	1	1.39722e-10	294560
1.68021	1	1	1	1.39807e-10	294739
1.68121	1	1	1	1.39892e-10	294919
1.68221	1	1	1	1.39978e-10	295099
1.68321	1	1	1	1.40063e-10	295279
1.68421	1	1	1	1.40148e-10	295459
1.68521	1	1	1	1.40234e-10	295639
1.68621	1	1	1	1.40319e-10	295819
1.68721	1	1	1	1.40405e-10	295999
1.68821	1	1	1	1.40491e-10	296180
1.68921	1	1	1	1.40576e-10	296361
1.69021	1	1	1	1.40662e-10	296542
1.69121	1	1	1	1.40748e-10	296722
1.69221	1	1	1	1.40834e-10	296904
1.69321	1	1	1	1.4092e-10	297085
1.69421	1	1	1	1.41006e-10	297266
1.69521	1	1	1	1.41092e-10	297448
1.69621	1	1	1	1.41178e-10	297629
1.69721	1	1	1	1.41264e-10	297811
1.69821	1	1	1	1.41351e-10	297993
1.69921	1	1	1	1.41437e-10	298175
1.70021	1	1	1	1.41523e-10	298357
1.70121	1	1	1	1.4161e-10	298540
1.70221	1	1	1	1.41696e-10	298722
1.70321	1	1	1	1.41783e-10	298905
1.70421	1	1	1	1.4187e-10	299088
1.70521	1	1	1	1.41956e-10	299270
1.70621	1	1	1	1.42043e-10	299453
1.70721	1	1	1	1.4213e-10	299637
1.70821	1	1	1	1.42217e-10	299820
1.70921	1	1	1	1.42304e-10	300003
1.71021	1	1	1	1.42391e-10	300187
1.71121	1	1	1	1.42478e-10	300371
1.71221	1	1	1	1.42566e-10	300555
1.71321	1	1	1	1.42653e-10	300739
1.71421	1	1	1	1.4274e-10	300923
1.71521	1	1	1	1.42828e-10	301107
1.71621	1	1	1	1.42915e-10	301291
1.71721	1	1	1	1.43003e-10	301476
1.71821	1	1	1	1.4309e-10	301661
1.71921	1	1	1	1.43178e-10	301845
1.72021	1	1	1	1.43266e-10	302030
1.72121	1	1	1	1.43353e-10	302216
1.72221	1	1	1	1.43441e-10	302401
1.72321	1	1	1	1.43529e-10	302586
1.72421	1	1	1	1.43617e-10	302772
1.72521	1	1	1	1.43705e-10	302957
1.72621	1	1	1	1.43793e-10	303143
1.72721	1	1	1	1.43882e-10	303329
1.72821	1	1	1	1.4397e-10	303515
1.72921	1	1	1	1.44058e-10	303701
1.73021	1	1	1	1.44147e-10	303888
1.73121	1	1	1	1.44235e-10	304074
1.73221	1	1	1	1.44324e-10	304261
1.73321	1	1	1	1.44412e-10	304448
1.73421	1	1	1	1.44501e-10	304635
1.73521	1	1	1	1.4459e-10	304822
1.73621	1	1	1	1.44679e-10	305009
1.73721	1	1	1	1.44767e-10	305196
1.73821	1	1	1	1.44856e-10	305384
1.73921	1	1	1	1.44945e-10	305572
1.74021	1	1	1	1.45034e-10	305759
1.74121	1	1	1	1.45124e-10	305947
1.74221	1	1	1	1.45213e-10	306135
1.74321	1	1	1	1.45302e-10	306324
1.74421	1	1	1	1.45391e-10	306512
1.74521	1	1	1	1.45481e-10	306700
1.74621	1	1	1	1.4557e-10	306889
1.74721	1	1	1	1.4566e-10	307078
1.74821	1	1	1	1.45749e-10	307267
1.74921	1	1	1	1.45839e-10	307456
1.75021	1	1	1	1.45929e-10	307645
1.75121	1	1	1	1.46019e-10	307834
1.75221	1	1	1	1.46109e-10	308024
1.75321	1	1	1	1.46199e-10	308214
1.75421	1	1	1	1.46289e-10	308403
1.75521	1	1	1	1.46379e-10	308593
1.75621	1	1	1	1.46469e-10	308783
1.75721	1	1	1	1.46559e-10	308973
1.75821	1	1	1	1.46649e-10	309164
1.75921	1	1	1	1.4674e-10	309354
1.76021	1	1	1	1.4683e-10	309545
1.76121	1	1	1	1.46921e-10	309736
1.76221	1	1	1	1.47011e-10	309927
1.76321	1	1	1	1.47102e-10	310118
1.76421	1	1	1	1.47192e-10	310309
1.76521	1	1	1	1.47283e-10	310500
1.76621	1	1	1	1.47374e-10	310692
1.76721	1	1	1	1.47465e-10	310883
1.76821	1	1	1	1.47556e-10	311075
1.76921	1	1	1	1.47647e-10	311267
1.77021	1	1	1	1.47738e-10	311459
1.77121	1	1	1	1.47829e-10	311651
1.77221	1	1	1	1.47921e-10	311844
1.77321	1	1	1	1.48012e-10	312036
1.77421	1	1	1	1.48103e-10	312229
1.77521	1	1	1	1.48195e-10	312422
1.77621	1	1	1	1.48286e-10	312615
1.77721	1	1	1	1.48378e-10	312808
1.77821	1	1	1	1.48469e-10	313001
1.77921	1	1	1	1.48561e-10	313194
1.78021	1	1	1	1.48653e-10	313388
1.78121	1	1	1	1.48745e-10	313582
1.78221	1	1	1	1.48837e-10	313776
1.78321	1	1	1	1.48929e-10	313969
1.78421	1	1	1	1.49021e-10	314164
1.78521	1	1	1	1.49113e-10	314358
1.78621	1	1	1	1.49205e-10	314552
1.78721	1	1	1	1.49298e-10	314747
1.78821	1	1	1	1.4939e-10	314941
1.78921	1	1	1	1.49482e-10	315136
1.79021	1	1	1	1.49575e-10	315331
1.79121	1	1	1	1.49667e-10	315526
1.79221	1	1	1	1.4976e-10	315722
1.79321	1	1	1	1.49853e-10	315917
1.79421	1	1	1	1.49945e-10	316113
1.79521	1	1	1	1.50038e-10	316308
1.79621	1	1	1	1.50131e-10	316504
1.79721	1	1	1	1.50224e-10	316700
1.79821	1	1	1	1.50317e-10	316896
1.79921	1	1	1	1.5041e-10	317093
1.80021	1	1	1	1.50504e-10	317289
1.80121	1	1	1	1.50597e-10	317486
1.80221	1	1	1	1.5069e-10	317683
1.80321	1	1	1	1.50783e-10	317880
1.80421	1	1	1	1.50877e-10	318077
1.80521	1	1	1	1.5097e-10	318274
1.80621	1	1	1	1.51064e-10	318471
1.80721	1	1	1	1.51158e-10	318669
1.80821	1	1	1	1.51252e-10	318866
1.80921	1	1	1	1.51345e-10	319064
1.81021	1	1	1	1.51439e-10	319262
1.81121	1	1	1	1.51533e-10	319460
1.81221	1	1	1	1.51627e-10	319658
1.81321	1	1	1	1.51721e-10	319857
1.81421	1	1	1	1.51815e-10	320055
1.81521	1	1	1	1.5191e-10	320254
1.81621	1	1	1	1.52004e-10	320453
1.81721	1	1	1	1.52098e-10	320652
1.81821	1	1	1	1.52193e-10	320851
1.81921	1	1	1	1.52287e-10	321050
1.82021	1	1	1	1.52382e-10	321249
1.82121	1	1	1	1.52477e-10	321449
1.82221	1	1	1	1.52571e-10	321649
1.82321	1	1	1	1.52666e-10	321849
1.82421	1	1	1	1.52761e-10	322049
1.82521	1	1	1	1.52856e-10	322249
1.82621	1	1	1	1.52951e-10	322449
1.82721	1	1	1	1.53046e-10	322650
1.82821	1	1	1	1.53141e-10	322850
1.82921	1	1	1	1.53237e-10	323051
1.83021	1	1	1	1.53332e-10	323252
1.83121	1	1	1	1.53427e-10	323453
1.83221	1	1	1	1.53523e-10	323654
1.83321	1	1	1	1.53618e-10	323856
1.83421	1	1	1	1.53714e-10	324057
1.83521	1	1	1	1.53809e-10	324259
1.83621	1	1	1	1.53905e-10	324461
1.83721	1	1	1	1.54001e-10	324663
1.83821	1	1	1	1.54097e-10	324865
1.83921	1	1	1	1.54193e-10	325067
1.84021	1	1	1	1.54289e-10	325269
1.84121	1	1	1	1.54385e-10	325472
1.84221	1	1	1	1.54481e-10	325675
1.84321	1	1	1	1.54577e-10	325878
1.84421	1	1	1	1.54674e-10	326081
1.84521	1	1	1	1.5477e-10	326284
1.84621	1	1	1	1.54866e-10	326487
1.84721	1	1	1	1.54963e-10	326691
1.84821	1	1	1	1.5506e-10	326894
1.84921	1	1	1	1.55156e-10	327098
1.85021	1	1	1	1.55253e-10	327302
1.85121	1	1	1	1.5535e-10	327506
1.85221	1	1	1	1.55447e-10	327710
1.85321	1	1	1	1.55544e-10	327915
1.85421	1	1	1	1.55641e-10	328119
1.85521	1	1	1	1.55738e-10	328324
1.85621	1	1	1	1.55835e-10	328529
1.85721	1	1	1	1.55932e-10	328734
1.85821	1	1	1	1.56029e-10	328939
1.85921	1	1	1	1.56127e-10	329144
1.86021	1	1	1	1.56224e-10	329350
1.86121	1	1	1	1.56322e-10	329555
1.86221	1	1	1	1.56419e-10	329761
1.86321	1	1	1	1.56517e-10	329967
1.86421	1	1	1	1.56615e-10	330173
1.86521	1	1	1	1.56713e-10	330379
1.86621	1	1	1	1.56811e-10	330586
1.86721	1	1	1	1.56909e-10	330792
1.86821	1	1	1	1.57007e-10	330999
1.86921	1	1	1	1.57105e-10	331206
1.87021	1	1	1	1.57203e-10	331413
1.87121	1	1	1	1.57301e-10	331620
1.87221	1	1	1	1.574e-10	331827
1.87321	1	1	1	1.57498e-10	332035
1.87421	1	1	1	1.57596e-10	332242
1.87521	1	1	1	1.57695e-10	332450
1.87621	1	1	1	1.57794e-10	332658
1.87721	1	1	1	1.57892e-10	332866
1.87821	1	1	1	1.57991e-10	333075
1.87921	1	1	1	1.5809e-10	333283
1.88021	1	1	1	1.58189e-10	333491
1.88121	1	1	1	1.58288e-10	333700
1.88221	1	1	1	1.58387e-10	333909
1.88321	1	1	1	1.58486e-10	334118
1.88421	1	1	1	1.58585e-10	334327
1.88521	1	1	1	1.58685e-10	334537
1.88621	1	1	1	1.58784e-10	334746
1.88721	1	1	1	1.58883e-10	334956
1.88821	1	1	1	1.58983e-10	335165
1.88921	1	1	1	1.59082e-10	335375
1.89021	1	1	1	1.59182e-10	335585
1.89121	1	1	1	1.59282e-10	335796
1.89221	1	1	1	1.59382e-10	336006
1.89321	1	1	1	1.59482e-10	336217
1.89421	1	1	1	1.59582e-10	336427
1.89521	1	1	1	1.59682e-10	336638
1.89621	1	1	1	1.59782e-10	336849
1.89721	1	1	1	1.59882e-10	337061
1.89821	1	1	1	1.59982e-10	337272
1.89921	1	1	1	1.60082e-10	337483
1.90021	1	1	1	1.60183e-10	337695
1.90121	1	1	1	1.60283e-10	337907
1.90221	1	1	1	1.60384e-10	338119
1.90321	1	1	1	1.60484e-10	338331
1.90421	1	1	1	1.60585e-10	338543
1.90521	1	1	1	1.60686e-10	338756
1.90621	1	1	1	1.60787e-10	338968
1.90721	1	1	1	1.60888e-10	339181
1.90821	1	1	1	1.60989e-10	339394
1.90921	1	1	1	1.6109e-10	339607
1.91021	1	1	1	1.61191e-10	339820
1.91121	1	1	1	1.61292e-10	340034
1.91221	1	1	1	1.61393e-10	340247
1.91321	1	1	1	1.61495e-10	340461
1.91421	1	1	1	1.61596e-10	340675
1.91521	1	1	1	1.61698e-10	340889
1.91621	1	1	1	1.61799e-10	341103
1.91721	1	1	1	1.61901e-10	341317
1.91821	1	1	1	1.62003e-10	341532
1.91921	1	1	1	1.62105e-10	341747
1.92021	1	1	1	1.62207e-10	341961
1.92121	1	1	1	1.62308e-10	342176
1.92221	1	1	1	1.62411e-10	342391
1.92321	1	1	1	1.62513e-10	342607
1.92421	1	1	1	1.62615e-10	342822
1.92521	1	1	1	1.62717e-10	343038
1.92621	1	1	1	1.62819e-10	343254
1.92721	1	1	1	1.62922e-10	343469
1.92821	1	1	1	1.63024e-10	343686
1.92921	1	1	1	1.63127e-10	343902
1.93021	1	1	1	1.6323e-10	344118
1.93121	1	1	1	1.63332e-10	344335
1.93221	1	1	1	1.63435e-10	344552
1.93321	1	1	1	1.63538e-10	344768
1.93421	1	1	1	1.63641e-10	344985
1.93521	1	1	1	1.63744e-10	345203
1.93621	1	1	1	1.63847e-10	345420
